created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Feb 28 23:55:25 +0000 2024;1,76299E+18;@Dennysiregar7 Sibuk sendiri perasaan dr kmren 🤣 Biarin aja napasih . Kalo uda penyakit hati susah emang .   Panas kalungin qulqas shayy . wkwk 🤣;0;0;0;0;in;1,11965E+18;1,76271E+18;riedasyafaaa;https://twitter.com/riedasyafaaa/status/1762989916647272486
Wed Feb 28 23:55:25 +0000 2024;1,76299E+18;@KimuraHideyoshi Yang penting bisa nyebrang atau yg penting aman dari hujan dan panas? Fungsi jpo buat apa?;0;1;0;0;in;1,6939E+18;1,76272E+18;soxoson;https://twitter.com/soxoson/status/1762989915254755460
Wed Feb 28 23:55:09 +0000 2024;1,76299E+18;@archmagewoman @undipmenfess Kalau ak jujur ngga bikin panas, ga ada white cast, dan gak wangi 😁;0;0;0;0;in;1,16931E+18;1,76213E+18;hyunjinundip;https://twitter.com/hyunjinundip/status/1762989851232903334
Wed Feb 28 23:55:08 +0000 2024;1,76299E+18;@heiapeni Yes. Sikit je cukup2 bagi angin masuk. Dah tengok habis?;0;1;0;0;in;1,33904E+18;1,76289E+18;Beberuruang;https://twitter.com/Beberuruang/status/1762989844974993660
Wed Feb 28 23:54:35 +0000 2024;1,76299E+18;panas yo me la paso mucho aquí metido. como es posible que entienda cada referencia de este tuit 😂;0;0;0;8;es;148555254;1,76299E+18;cristianftriana;https://twitter.com/cristianftriana/status/1762989704977272893
Wed Feb 28 23:54:34 +0000 2024;1,76299E+18;KL ~ Kluang je pun, aku ni dulu ulang alik Kluang Terengganu elok je. Hujan panas juga lgi teruk cuaca. Dah tau badan tak kuat plan laa perjalanan. BODOH dah kantoi MC menipu nk salah kan org. Barai tu bukan sakit ya. Barai tapi sampai kena tggu keputusan darah?;0;0;0;0;in;3296184140;1,76299E+18;dekyumm;https://twitter.com/dekyumm/status/1762989702200840653
Wed Feb 28 23:54:28 +0000 2024;1,76299E+18;@ily25bujang enggak nih, panas 😔;0;0;0;0;in;1,09632E+18;1,76298E+18;hxznnie;https://twitter.com/hxznnie/status/1762989676301009363
Wed Feb 28 23:54:26 +0000 2024;1,76299E+18;@partaimedsos45 udah ada contoh JPO tertutup. udah ga aesthetic, bau pesing, kotor, sumpek dan akhirnya males lewat situ😏 gue malah suka yang kebuka kek gini, ga 24 jam panas/ujan. pemandangan ibu kota lebih dapet. kalo ga mau ujan bisa lewat jalur lain padahal;0;0;0;1;in;1,75002E+18;1,76276E+18;Newwiecat;https://twitter.com/Newwiecat/status/1762989667014861120
Wed Feb 28 23:54:24 +0000 2024;1,76299E+18;"@__onurpuy iyaa, emng lagi musim sakit pada kena flu dh krn cuaca nya jg lgi gjls panas bgt tiba hujan atau seharian hujannya awet 😭""";0;0;0;0;in;1,61155E+18;1,76299E+18;lovelysundaay;https://twitter.com/lovelysundaay/status/1762989659330929022
Wed Feb 28 23:54:24 +0000 2024;1,76299E+18;Diberkatilah orang yang mengandalkan Tuhan, yang menaruh harapannya pada Tuhan. Ia akan seperti pohon yang ditanam di tepi air, yang merambatkan akar akarnya ke tepi batang air, dan yang tidak mengalami datangnya panas terik, daunnya tetap hijau. https://t.co/syuKWSH8C3;0;0;0;0;in;266048300;1,76299E+18;rochniuw;https://twitter.com/rochniuw/status/1762989659205062940
Wed Feb 28 23:54:17 +0000 2024;1,76299E+18;"[Cm] Real cuy mana panas-panasan lagi, sampe ke kampus belum sempet duduk pas buka WA bapaknya wa  Maaf kita ga jadi masuk hari ini"" Faak kata gw teh https://t.co/xj2SV5Mh3h""";29;24;50;846;in;1,04608E+18;1,76299E+18;collegemenfess;https://twitter.com/collegemenfess/status/1762989631937868081
Wed Feb 28 23:54:14 +0000 2024;1,76299E+18;@xxGypsophila_L Bakalan jadi topik panas selama setahun🤣;0;1;0;0;in;1,1175E+18;1,76276E+18;Rssfff_1;https://twitter.com/Rssfff_1/status/1762989619745026300
Wed Feb 28 23:53:59 +0000 2024;1,76299E+18;Panci Kaca Borosilicate Aesthetic Serbaguna Transparan Masak Soup Tebal Tahan Panas Kado Hadiah 1700ml Dapatkan di Shopee sekarang! https://t.co/72mkozMXEr  #shoppingqueen #ShopeeID #shopeeaffiliate #panci #shopping https://t.co/Od0ceGrGtA;0;0;0;0;in;1,55775E+18;1,76299E+18;saila_melinda;https://twitter.com/saila_melinda/status/1762989556331376848
Wed Feb 28 23:53:48 +0000 2024;1,76299E+18;panas bgt kuping tiap pagi isinya orang ngegas orang marah marah doang;0;0;0;0;in;1,37442E+18;1,76299E+18;uItrafIu;https://twitter.com/uItrafIu/status/1762989509598453998
Wed Feb 28 23:53:39 +0000 2024;1,76299E+18;@everaithings @AnggaPutraF Tapi kalau model penutup yang datar kalau hujan angin tetep basah, kalau matahari sore juga tetep panas. Intinya semuanya ada kekurangan masing-masing sih;0;1;0;1;in;1,32432E+18;1,76285E+18;zaciars;https://twitter.com/zaciars/status/1762989473674182813
Wed Feb 28 23:53:19 +0000 2024;1,76299E+18;depok skrg ga panas wow (kena abis ujan) https://t.co/d7b88cnmCU;0;0;0;0;in;1,48907E+18;1,76299E+18;estehgemini;https://twitter.com/estehgemini/status/1762989388542402946
Wed Feb 28 23:52:26 +0000 2024;1,76299E+18;@skincarehouse_ 🥺 betul la kan. panas smpai april ni;0;0;0;0;in;1,33344E+18;1,76299E+18;gifthubdotco;https://twitter.com/gifthubdotco/status/1762989164226805861
Wed Feb 28 23:52:18 +0000 2024;1,76299E+18;@FOODFESS2 Kurang tepung, pake api kecil setelah minyak sudah panas.;0;0;0;0;in;83119274;1,76298E+18;FAT_HANDRI;https://twitter.com/FAT_HANDRI/status/1762989131314204747
Wed Feb 28 23:51:42 +0000 2024;1,76299E+18;@StudiosTK_ Me puedo tomar unas cuantas cervezas de mantequilla con los panas?;0;1;0;0;es;1,58155E+18;1,76289E+18;xgiyuzk;https://twitter.com/xgiyuzk/status/1762988981858230447
Wed Feb 28 23:51:21 +0000 2024;1,76299E+18;YA LLEGAMOS PANAS Y NO ME HAN SUSPENDIDO DE INMEDIATO LETS FUCKING GOOOOOOOOOOOOOOOOOO https://t.co/bU53DUvCtW;1;7;4;30;es;1,73629E+18;1,76299E+18;Weker_Edgy;https://twitter.com/Weker_Edgy/status/1762988891907535116
Wed Feb 28 23:51:13 +0000 2024;1,76299E+18;@dalsoev @bulletofmine Saya haritu simptom dan bacaan tft saya tinggi. Simptom: moody, turun berat badan mendadak, xboleh control suhu panas/sejuk, shaking. G buat medical check up. Ingtkan diabetis ke apa. Rupanya thyroid. Terus refer hkl.;0;1;0;0;in;308352002;1,76232E+18;n4siteh;https://twitter.com/n4siteh/status/1762988857774223446
Wed Feb 28 23:51:10 +0000 2024;1,76299E+18;@fayy_aja Pas lg panas kok, insyaallah amann;0;0;0;0;in;7,54258E+17;1,76282E+18;orenjus_;https://twitter.com/orenjus_/status/1762988848748077175
Wed Feb 28 23:50:55 +0000 2024;1,76299E+18;@tanyarlfes Disini terpantau panas;0;0;0;0;in;1,71553E+18;1,76299E+18;Gajahobesitaaas;https://twitter.com/Gajahobesitaaas/status/1762988785028202741
Wed Feb 28 23:50:49 +0000 2024;1,76299E+18;@qbarbarian @laacapinera Itu kan dulu dah ada jembatan. Udah solusidi modif doang itu mah ngejar display dan jadi panas;0;1;0;0;in;1,44946E+18;1,76285E+18;Yaudahheeh;https://twitter.com/Yaudahheeh/status/1762988759061012862
Wed Feb 28 23:49:57 +0000 2024;1,76299E+18;@nsokfeb SERU BANGETTT, mending pagi aja shaa kalo kesiangan takut panas pun.. 😞;0;0;0;0;in;1,4365E+18;1,76299E+18;eliomenu;https://twitter.com/eliomenu/status/1762988541121044797
Wed Feb 28 23:49:58 +0000 2024;1,76299E+18;@akumoon_ Siangnya tetep panas😭👍🏼 tapi gatau seberapa deng soalnya aku kemarin full di kampus;0;0;0;0;in;1,31908E+18;1,76298E+18;uuonieyun;https://twitter.com/uuonieyun/status/1762988542811361369
Wed Feb 28 23:50:44 +0000 2024;1,76299E+18;Seseorang mengungkapkan ketidakpuasannya terhadap Jembatan Penyeberangan Orang (JPO) yang dianggap tidak fungsional dan tidak nyaman. Menurutnya, JPO tersebut sangat panas dan tidak berguna saat hujan, karena tidak memiliki atap yang memadai untuk melindungi pengguna dari panas…;47;81;106;606;in;1,44606E+18;1,76299E+18;EXCOPARTAIBURUH;https://twitter.com/EXCOPARTAIBURUH/status/1762988739247399158
Wed Feb 28 23:49:56 +0000 2024;1,76299E+18;pagi ni cepat panas. time ni dah nampak matahari;0;1;0;1;in;1,33344E+18;1,76299E+18;gifthubdotco;https://twitter.com/gifthubdotco/status/1762988535987220629
Wed Feb 28 23:48:28 +0000 2024;1,76299E+18;@boladitangkis @YaBoiF18 @herricahyadi Entar disalahin lagi bang wkwk  Wahh efek atap kaca nih bikin nambah panas, wah efek atap kaca nih jadi norak designya.   begitulah kira kira 😄;0;0;0;1;in;1,18252E+18;1,76277E+18;sirkumbang;https://twitter.com/sirkumbang/status/1762988168138342524
Wed Feb 28 23:48:10 +0000 2024;1,76299E+18;@dearfreak91 @Yuugont @crowsos a mi teo tmb me odia a veces igual somos panas;0;0;0;1;es;1,31297E+18;1,76296E+18;oskuroextasis;https://twitter.com/oskuroextasis/status/1762988093668200762
Wed Feb 28 23:47:36 +0000 2024;1,76299E+18;@UnnaDelana @y4yaaaaaa Bilik i warna hitam &amp  langsir dark grey. Panas macam oven ye 🥲;0;0;0;2;in;1008620737;1,76279E+18;xzayrazeex;https://twitter.com/xzayrazeex/status/1762987949187072300
Wed Feb 28 23:47:02 +0000 2024;1,76299E+18;"@Anthonny_Swag Otro odioso. Dijo: era de haber hecho algo para que no se vaya Lu""... es decir, se deduce lo siguiente: 1) se cree omnipotente y podría haber ganado fácilmente a sus otros 2 compañeros, 2) menosprecia las capacidades de los otros 2 y los quería fuera en vez de Luciana. Los panas""";0;0;0;1;es;3044876592;1,76263E+18;lorenzrs07;https://twitter.com/lorenzrs07/status/1762987804605239310
Wed Feb 28 23:46:58 +0000 2024;1,76299E+18;@ZainuddinHashi6 Tingginya suhu. Panas sgt tu;0;1;0;0;in;1,04384E+18;1,76266E+18;k65684571;https://twitter.com/k65684571/status/1762987791640871349
Wed Feb 28 23:46:35 +0000 2024;1,76299E+18;@PorosHalangID @Morgangibbs27 Namanya juga lagi panas itu mesin, sampai lupa direm https://t.co/OYLgC9ERtv;0;0;0;0;in;1,68814E+18;1,76298E+18;ReZT_05;https://twitter.com/ReZT_05/status/1762987691518702035
Wed Feb 28 23:46:31 +0000 2024;1,76299E+18;@MashiRafael Pero alias invisible no da la orden de loco, alguien lo envio, alguien financió, seguro no es tu pana @MashiRafael ? lo mismo decias de Norero y Ronny Aleaga y resulta que si han sido tus panas;0;0;0;0;es;745358682;1,76291E+18;andrerod82;https://twitter.com/andrerod82/status/1762987674992840917
Wed Feb 28 23:46:27 +0000 2024;1,76299E+18;@SiKebongce @kczeuha @xxxaryadi @herricahyadi padahal dulunya di jpo itu banyak aduan pelecean sksual krna tertutup + gelap kalo malem, sbgai cewe gw lebih milih muter kalo malem. emang panas kalo siang tpi kan lewat aja tuh cuma bbrpa menit dan baru merasakan aman pas lewat malam krn terbuka;0;2;1;4;in;1,04404E+18;1,76277E+18;whippedforsoshi;https://twitter.com/whippedforsoshi/status/1762987659969040554
Wed Feb 28 23:46:21 +0000 2024;1,76299E+18;@ezrahrn @by_ilyy Kan emang panas🤓🤓;0;0;0;0;in;1,61749E+18;1,76297E+18;yolabelle_;https://twitter.com/yolabelle_/status/1762987634304204816
Wed Feb 28 23:45:58 +0000 2024;1,76299E+18;@giovannipratama @jokowi kalo mau protes ke mabes TNI cook panas kalungan kulkas wkwk kasian bgt hatinya dengki;0;1;0;5;in;1,74451E+18;1,76275E+18;istisasa_;https://twitter.com/istisasa_/status/1762987539936510379
Wed Feb 28 23:45:47 +0000 2024;1,76299E+18;@chroniclea3 G biasa kena panas dan hujan yah.... Kalo g biasa  ... Bawa atap sendiri aja..... Emang cm mikirin kepengen lu doang;0;0;0;0;in;100723991;1,76268E+18;pejoeangretjeh;https://twitter.com/pejoeangretjeh/status/1762987490951204873
Wed Feb 28 23:44:13 +0000 2024;1,76299E+18;@hrdbacot Inonesia ada 2 musim. Panas sama ujan, ya kalo musim ujan berarri harus persiapan punya jas ujan dan payung 🫠;0;0;0;0;in;562879996;1,76298E+18;paruuuuuulll;https://twitter.com/paruuuuuulll/status/1762987099069034555
Wed Feb 28 23:44:07 +0000 2024;1,76299E+18;@galang_khoirul atiku gampang panas dandanono;0;1;0;0;in;1472301548;1,76299E+18;raptured_devil;https://twitter.com/raptured_devil/status/1762987071952822782
Wed Feb 28 23:43:52 +0000 2024;1,76299E+18;Panas bgt ulu ati gue anjirla 🤢;0;0;0;0;in;1,38715E+18;1,76299E+18;CCLXXXCCIV;https://twitter.com/CCLXXXCCIV/status/1762987009398964583
Wed Feb 28 23:43:50 +0000 2024;1,76299E+18;Bu kalo saya mending lambe tetangganya ditapuk pake bokong ceret panas, pasti habis itu diem.;0;0;0;0;in;1,02562E+18;1,76299E+18;sutilkayuu;https://twitter.com/sutilkayuu/status/1762987002751017103
Wed Feb 28 23:43:19 +0000 2024;1,76299E+18;Hari ini ada tamu dengan keluhan mesin cepat panas. Baru 2 menit nyala, tingkat panase wes koyo urip 1 jam, air radiatore juga umep sampe mobal. https://t.co/Ck7DWTutHV;0;4;0;1;in;1,00422E+18;1,76299E+18;galang_khoirul;https://twitter.com/galang_khoirul/status/1762986872241111465
Wed Feb 28 23:43:18 +0000 2024;1,76299E+18;@Dennysiregar7 panas ,, kalungan kulkas den 😆😆🤭;0;0;0;0;in;1,63821E+18;1,76271E+18;dadungawu349619;https://twitter.com/dadungawu349619/status/1762986868378071517
Wed Feb 28 23:42:54 +0000 2024;1,76299E+18;Tengo panas que ya tienen 2-3 hijos y yo no tengo ni novia. 🙂;0;0;0;0;es;448980016;1,76299E+18;weslyagurto;https://twitter.com/weslyagurto/status/1762986765495722357
Wed Feb 28 23:42:53 +0000 2024;1,76299E+18;Heat diffuser plate, should or shouldn't have? 😍 https://t.co/mQ8tIlgQxf Heat diffuser plate ni dapat melindungi outer base periuk kita daripada jadi hitam. Selain tu, dia membantu api tu panas dan masak secara menyeluruh https://t.co/mQ8tIlgQxf #myshopeecheck #rayabersamashopee https://t.co/651lQwLA2d;0;0;0;1;in;7,25641E+17;1,76299E+18;AngelicaAnimax;https://twitter.com/AngelicaAnimax/status/1762986762899784145
Wed Feb 28 23:42:46 +0000 2024;1,76299E+18;@nuuurani @tertaqwa kok panas yh telinga ku;0;0;0;0;in;1,74188E+18;1,76285E+18;iBegSasa;https://twitter.com/iBegSasa/status/1762986731392180231
Wed Feb 28 23:42:43 +0000 2024;1,76299E+18;@Dennysiregar7 Ga panas,ga iri, ga dengki kan lu Den?? Semoga tidurmu msh bisa nyenyak dan makanmu msh bisa lahap ya, walau sy ragu lu bisa melakukannya;0;0;0;0;in;1,53819E+18;1,76243E+18;WangDee22;https://twitter.com/WangDee22/status/1762986718708588847
Wed Feb 28 23:42:28 +0000 2024;1,76299E+18;Dios castiga a todos los q abandonan a los panas por un culo… está escrito;0;4;1;7;es;1,35886E+18;1,76299E+18;xsebastianpa;https://twitter.com/xsebastianpa/status/1762986658876547465
Wed Feb 28 23:41:48 +0000 2024;1,76299E+18;pagi pagi udh panas, gerah mamaaaaaa😭;0;0;0;0;in;1,47679E+18;1,76299E+18;wontheia;https://twitter.com/wontheia/status/1762986491444351188
Wed Feb 28 23:41:31 +0000 2024;1,76299E+18;Semalam tido dah tak panas ya. Sebab kat luar angin kuat betul.;0;0;0;0;in;41649791;1,76299E+18;syakielaLaLa;https://twitter.com/syakielaLaLa/status/1762986416282411100
Wed Feb 28 23:41:09 +0000 2024;1,76299E+18;Mis panas me voy yendo a dormir. Espero que os haya encantado el vídeo de hoy. Mañana no se si habrá vídeo, directo o ambas cosas, pero ya os iré comentando. Un abrazote, que descanséis 🧡✨;0;0;0;3;es;7,89192E+17;1,76299E+18;Fyron01;https://twitter.com/Fyron01/status/1762986324364034440
Wed Feb 28 23:40:25 +0000 2024;1,76299E+18;Kalau makan makanan panas/ yang dah berset ok je nak makan dulu pastu bayar.  Kalau makan nasi campur suka bayar dulu. Takut terlupa satu hal, takut tokey ingat kita tipu satu hal 😂;0;0;0;0;in;1466940392;1,76299E+18;fatihazahari;https://twitter.com/fatihazahari/status/1762986140121137219
Wed Feb 28 23:40:23 +0000 2024;1,76299E+18;@6kitcat abis beberes tauk monn panas😩 jadi mandi lagiii;0;0;0;0;in;1,07852E+18;1,7629E+18;pyyzx_;https://twitter.com/pyyzx_/status/1762986132462330137
Wed Feb 28 23:40:03 +0000 2024;1,76299E+18;Kenapa AC dirumah kalo hujan malah jadi panas ya? Tapi kalau cuaca lagi panas, Subhanallah dinginnya sampai ke tulang-tulang.;0;0;0;0;in;222142783;1,76299E+18;unie_devie;https://twitter.com/unie_devie/status/1762986050237120786
Wed Feb 28 23:39:57 +0000 2024;1,76299E+18;no pain no gain (sin panas no hay gachas);0;0;0;7;es;611034006;1,76299E+18;EAllanHoe;https://twitter.com/EAllanHoe/status/1762986023007515062
Wed Feb 28 23:39:51 +0000 2024;1,76299E+18;@yoschda abis beberes el, panas jadi mandi lagi. tapi biasanya kalo ga beberes juga tetep mandi lgi si malemnya meskipun waktu sore udah mandi..;0;1;0;0;in;1,07852E+18;1,7629E+18;pyyzx_;https://twitter.com/pyyzx_/status/1762986001000186042
Wed Feb 28 23:39:42 +0000 2024;1,76299E+18;@Ajo_89 #Marottaleague banget dong ya, makin panas aja sebelah 😅;0;0;0;0;in;334492893;1,76297E+18;intermilanstory;https://twitter.com/intermilanstory/status/1762985963285029012
Wed Feb 28 23:39:24 +0000 2024;1,76299E+18;@ponakannyaom Batu bata dan genteng yang berkualitas harus melalui proses pembakaran dengan api yang panas dan membara. Semoga kuat menjalaninya..;0;0;0;1;in;364161182;1,76272E+18;fadilanafitra;https://twitter.com/fadilanafitra/status/1762985886717968599
Wed Feb 28 23:39:17 +0000 2024;1,76299E+18;Conozco unos panas que la mamá los sacaba en foto por el periódico al concluir el año lectivo como viajeros a USA y los guardaba 15 días en la casa sin que se asomen a la ventana.;0;0;0;0;es;1,71979E+18;1,76299E+18;Cj_fargas957;https://twitter.com/Cj_fargas957/status/1762985856128647376
Wed Feb 28 23:36:54 +0000 2024;1,76299E+18;@ntijamet @herricahyadi Lu pada Gk pernah ke singapura. Justru di singapura, Trotoar yg beratap makin ditambah…lu pada kgk pernah pake jpo sih. Gua jg kgk sih, cuma ya atap itu perlu dan berguna untuk panas dan hujan;0;0;0;0;in;9,69623E+17;1,76277E+18;carlanox1;https://twitter.com/carlanox1/status/1762985255127204346
Wed Feb 28 23:36:48 +0000 2024;1,76299E+18;@lanacionboston No entiendo cómo es que son tan estúpido estos panas;0;0;0;13;es;1,5832E+18;1,76298E+18;CamiloHerlen;https://twitter.com/CamiloHerlen/status/1762985229885579694
Wed Feb 28 23:36:15 +0000 2024;1,76299E+18;@Resty_J_Cayah Kenapa Panas, TAIK KAO sarang PKI ada di partai yg kau dukung. https://t.co/zpBtQW4kMM;0;0;0;2;in;1,1116E+18;1,76288E+18;Kacaback678910;https://twitter.com/Kacaback678910/status/1762985093763924093
Wed Feb 28 23:36:06 +0000 2024;1,76299E+18;@luisalfredopolo ahora sin ojos diimos.  de  panas;0;0;0;0;es;1,70919E+18;1,76291E+18;Bastidas5749798;https://twitter.com/Bastidas5749798/status/1762985055901651038
Wed Feb 28 23:36:03 +0000 2024;1,76299E+18;@chi00png domm ku panas betul asli;0;0;0;0;in;1,59504E+18;1,76298E+18;calebrries;https://twitter.com/calebrries/status/1762985043549679751
Wed Feb 28 23:35:40 +0000 2024;1,76298E+18;@reIajao La que más me ha molado yo creo que es Tenshinhan vs Goku en la final del torneo, muy god y luego acaban panas;0;1;0;1;es;1,41293E+18;1,74372E+18;hollowknightsex;https://twitter.com/hollowknightsex/status/1762984945935331824
Wed Feb 28 23:35:28 +0000 2024;1,76298E+18;tanganku kesiram air panas 😿;0;0;0;0;in;1,5135E+18;1,76298E+18;lovebeombing;https://twitter.com/lovebeombing/status/1762984896098951515
Wed Feb 28 23:33:50 +0000 2024;1,76298E+18;@hewentbananas @NdrewsTjan Tapi gk semua orang pemikiranya santai kek elu bro, buat pembenci dan pendukung ini sih berita panas 🤣🤣🤣🤣;0;0;0;1;in;1,3513E+18;1,76278E+18;siokydiamond;https://twitter.com/siokydiamond/status/1762984486395138104
Wed Feb 28 23:33:48 +0000 2024;1,76298E+18;ukuran mini 🤏 adek awas loh kena air panas 🥲 tanyarl https://t.co/g2CCzgHpFS;0;8;22;255;in;1,33165E+18;1,76298E+18;tanyakanrl;https://twitter.com/tanyakanrl/status/1762984475900981557
Wed Feb 28 23:33:00 +0000 2024;1,76298E+18;@tanyakanrl Panas anjing.....bikin ngakak guling2;0;0;0;0;in;1,04218E+18;1,76272E+18;sopirAmbulan;https://twitter.com/sopirAmbulan/status/1762984273257300444
Wed Feb 28 23:32:47 +0000 2024;1,76298E+18;@aaannashi Como panas somos los mejores 🤩;0;0;0;1;es;240921888;1,76298E+18;fariasc08;https://twitter.com/fariasc08/status/1762984222208270492
Wed Feb 28 23:32:09 +0000 2024;1,76298E+18;@tgunwook Tapi kan panas juga???;0;1;0;0;in;1,59644E+18;1,76232E+18;_staycseeun;https://twitter.com/_staycseeun/status/1762984059121320300
Wed Feb 28 23:32:04 +0000 2024;1,76298E+18;@FOODFESS2 minyaknya terlalu panas itu, api jangan gede2;0;0;0;0;in;1,40406E+18;1,76298E+18;adiaaarsy;https://twitter.com/adiaaarsy/status/1762984040137986170
Wed Feb 28 23:31:14 +0000 2024;1,76298E+18;@LaPosta_Ecu @CNT_EC ¿Ahora se  DICEN están en familia?  se les están yendo los panas, grave.;0;0;0;0;es;107555841;1,76293E+18;marcovmv;https://twitter.com/marcovmv/status/1762983831949238518
Wed Feb 28 23:30:49 +0000 2024;1,76298E+18;Kenapa cowo kalau abis dari kamar mandi hawanya langsung panas sih??? Apa mereka sebenarnya adalah jelmaan naga 😱 mereka mandi api?!!;0;1;0;1;in;1,57399E+18;1,76298E+18;bekbbekbek;https://twitter.com/bekbbekbek/status/1762983724340437203
Wed Feb 28 23:30:23 +0000 2024;1,76298E+18;@its_naaatwt disini panas bngt sih sebulanan jadinya muncul itu ya;0;0;0;0;in;1,44651E+18;1,76285E+18;shnqueenn;https://twitter.com/shnqueenn/status/1762983615850561938
Wed Feb 28 23:30:07 +0000 2024;1,76298E+18;"papah tadi ngeledekin di depan foto mamah mah anak kamu kerja dapetnya cinta, mana senyum2 mulu lagi kalo telponan"" terus ""gapapa kalo bikin kamu semangat"" HAHAHA ya Allah pah badanku panas semaleman langsung adem jdnya 😆""";0;0;0;0;in;1,50038E+18;1,76298E+18;chalsalbila;https://twitter.com/chalsalbila/status/1762983550935245287
Wed Feb 28 23:30:04 +0000 2024;1,76298E+18;@BaruBuatTweeter @convomf Tapi ulah hujan deuh, geus panas weh hari angin sepoy2, beh kerasa perjuanganna bulan puasa 🗿;0;0;0;0;in;189907169;1,76268E+18;DeraOyy;https://twitter.com/DeraOyy/status/1762983537454833682
Wed Feb 28 23:30:00 +0000 2024;1,76298E+18;Walaupun gue gak pernah ke Korea atau Jepang tapi seringkali liat JPO yg gak beratap itu banyak di drama-drama. Disana juga ada bgt hujan. Bahkan klo musim panas panas bgt. Kalo musim salju dingin dan licin.;0;1;0;0;in;8,44578E+17;1,76298E+18;OtoutoLife;https://twitter.com/OtoutoLife/status/1762983519436017979
Wed Feb 28 23:29:20 +0000 2024;1,76298E+18;AAAAAHHHEHRHRH AIR MINUM GW PANAS BGT LIDAH GW KEBAKAF;0;2;0;0;in;1,45898E+18;1,76298E+18;_ceriboy;https://twitter.com/_ceriboy/status/1762983353836605608
Wed Feb 28 23:27:37 +0000 2024;1,76298E+18;AAAA jihoon’s solo schedule on my birthday 🔥;0;0;0;0;en;8,73374E+17;1,76298E+18;woostehopanas;https://twitter.com/woostehopanas/status/1762982918904029492
Wed Feb 28 23:27:19 +0000 2024;1,76298E+18;@munoz_yery @christianzr Ahora resulta q los lobos no son panas de los borregos eso solo los borregos pendejos se lo creen;0;0;0;0;es;3303532600;1,76284E+18;MMaxmoncayo;https://twitter.com/MMaxmoncayo/status/1762982846224814163
